Date,Mode,Line_or_Route,Borough_or_Region,Daily_Ridership,Recovery_Percentage,Incident_Type,Delay_Minutes,Peak_Period
2026-03-27,Subway,Q,Brooklyn,3467605,77.8,No Incident,0,PM Peak
2026-03-27,Subway,3,Queens,3688506,82.2,No Incident,0,PM Peak
2026-03-27,Subway,2,Bronx,4010670,81.2,Crowding,21,PM Peak
2026-03-27,Subway,L,Brooklyn,3588766,74.0,Signal Problem,13,PM Peak
2026-03-27,Bus,Q10,Westchester,1623167,76.5,Staffing,24,PM Peak
2026-03-27,Bus,Q60,Staten Island,1448867,80.3,No Incident,0,PM Peak
2026-03-27,Bus,M15,Brooklyn,1261516,78.3,Signal Problem,32,Midday
2026-03-27,LIRR,Hempstead,Queens,275176,76.0,Weather,5,Evening
2026-03-27,LIRR,Babylon,Brooklyn,251172,79.7,No Incident,0,Midday
2026-03-27,LIRR,Port Washington,Bronx,259918,73.4,No Incident,0,Midday
2026-03-27,Metro-North,Harlem,Bronx,244128,79.8,No Incident,0,AM Peak
2026-03-27,Metro-North,Harlem,Staten Island,230691,75.2,Mechanical Issue,8,PM Peak
2026-03-27,Metro-North,Hudson,Staten Island,244415,83.4,No Incident,0,PM Peak
2026-03-28,Subway,A,Brooklyn,1952392,73.1,Police Activity,6,PM Peak
2026-03-28,Subway,4,Staten Island,2377695,80.0,No Incident,0,AM Peak
2026-03-28,Bus,M15,Long Island,897618,72.5,No Incident,0,Evening
2026-03-28,Bus,Q60,Staten Island,890059,77.1,No Incident,0,Midday
2026-03-28,Bus,S79,Westchester,919886,89.0,No Incident,0,PM Peak
2026-03-28,Bus,B46,Manhattan,658983,70.9,Crowding,42,PM Peak
2026-03-28,LIRR,Ronkonkoma,Bronx,150557,80.4,No Incident,0,PM Peak
2026-03-28,LIRR,Babylon,Queens,144399,71.5,Crowding,3,AM Peak
2026-03-28,Metro-North,Harlem,Westchester,162341,67.5,Mechanical Issue,33,PM Peak
2026-03-28,Metro-North,Harlem,Long Island,166320,74.7,No Incident,0,PM Peak
2026-03-28,Metro-North,Hudson,Queens,159342,65.5,Crowding,17,PM Peak
2026-03-29,Subway,C,Long Island,2221598,78.6,No Incident,0,PM Peak
2026-03-29,Subway,E,Manhattan,2241183,73.2,Mechanical Issue,13,PM Peak
2026-03-29,Subway,C,Manhattan,2050020,74.9,Signal Problem,16,PM Peak
2026-03-29,Subway,F,Staten Island,2459508,75.5,Crowding,23,PM Peak
2026-03-29,Bus,S79,Staten Island,1110378,80.2,No Incident,0,PM Peak
2026-03-29,Bus,B46,Long Island,845951,88.4,Weather,4,PM Peak
2026-03-29,Bus,S79,Queens,1004013,71.4,No Incident,0,PM Peak
2026-03-29,Bus,M15,Staten Island,1005429,80.9,No Incident,0,AM Peak
2026-03-29,LIRR,Port Washington,Westchester,168695,74.9,No Incident,0,Evening
2026-03-29,LIRR,Port Washington,Long Island,173940,79.2,Track Work,25,AM Peak
2026-03-29,LIRR,Port Washington,Manhattan,152008,71.8,Crowding,4,PM Peak
2026-03-29,Metro-North,Hudson,Bronx,185590,66.3,Signal Problem,11,AM Peak
2026-03-29,Metro-North,New Haven,Brooklyn,171964,80.7,No Incident,0,PM Peak
2026-03-29,Metro-North,New Haven,Manhattan,94331,69.8,Mechanical Issue,17,PM Peak
2026-03-30,Subway,J,Brooklyn,3565297,80.0,Mechanical Issue,3,Midday
2026-03-30,Subway,1,Manhattan,3651410,78.3,Mechanical Issue,13,PM Peak
2026-03-30,Subway,Q,Long Island,3784700,78.8,Track Work,23,PM Peak
2026-03-30,Subway,1,Manhattan,3711132,82.0,Track Work,10,Midday
2026-03-30,Bus,Q10,Westchester,1490845,79.4,No Incident,0,AM Peak
2026-03-30,Bus,S79,Westchester,1473390,76.5,No Incident,0,Evening
2026-03-30,LIRR,Babylon,Long Island,274346,71.8,No Incident,0,AM Peak
2026-03-30,LIRR,Babylon,Westchester,234092,78.1,No Incident,0,AM Peak
2026-03-30,Metro-North,New Haven,Staten Island,230618,76.5,Mechanical Issue,3,AM Peak
2026-03-30,Metro-North,New Haven,Staten Island,231259,89.2,Crowding,26,AM Peak
2026-03-31,Subway,2,Queens,4096090,70.9,Track Work,3,AM Peak
2026-03-31,Subway,6,Queens,3660111,79.6,Signal Problem,8,Evening
2026-03-31,Bus,Q10,Long Island,1489579,74.0,Staffing,36,AM Peak
2026-03-31,Bus,Bx12,Queens,1464143,77.8,No Incident,0,Midday
2026-03-31,Bus,Bx12,Brooklyn,1385681,76.2,Mechanical Issue,12,AM Peak
2026-03-31,LIRR,Long Beach,Manhattan,301660,76.2,Police Activity,10,PM Peak
2026-03-31,LIRR,Long Beach,Bronx,241073,76.3,No Incident,0,Evening
2026-03-31,Metro-North,Hudson,Brooklyn,218700,88.0,No Incident,0,Midday
2026-03-31,Metro-North,New Haven,Brooklyn,253943,76.9,No Incident,0,PM Peak
2026-04-01,Subway,L,Staten Island,3975450,76.4,Signal Problem,6,AM Peak
2026-04-01,Subway,2,Brooklyn,3927434,82.7,Staffing,19,AM Peak
2026-04-01,Bus,B44,Brooklyn,1441932,70.6,Track Work,10,AM Peak
2026-04-01,Bus,B46,Westchester,1327523,72.5,Track Work,20,Midday
2026-04-01,Bus,Bx12,Queens,1461507,68.9,No Incident,0,AM Peak
2026-04-01,Bus,Bx12,Queens,1274296,66.4,Crowding,14,AM Peak
2026-04-01,LIRR,Babylon,Queens,256130,76.9,Crowding,8,Midday
2026-04-01,LIRR,Babylon,Brooklyn,241305,77.9,Crowding,44,Midday
2026-04-01,LIRR,Port Washington,Westchester,237962,87.0,No Incident,0,PM Peak
2026-04-01,LIRR,Long Beach,Queens,269020,77.3,Police Activity,5,PM Peak
2026-04-01,Metro-North,Harlem,Westchester,246080,76.8,Police Activity,7,PM Peak
2026-04-01,Metro-North,Hudson,Westchester,198572,79.6,No Incident,0,PM Peak
2026-04-01,Metro-North,Hudson,Manhattan,206641,76.7,Weather,18,Evening
2026-04-02,Subway,N,Westchester,3802774,85.6,No Incident,0,PM Peak
2026-04-02,Subway,F,Westchester,3646930,71.5,Weather,14,Evening
2026-04-02,Subway,3,Long Island,4162278,72.2,Mechanical Issue,8,AM Peak
2026-04-02,Bus,Q60,Queens,1471071,69.4,No Incident,0,AM Peak
2026-04-02,Bus,M15,Brooklyn,1447492,79.3,No Incident,0,PM Peak
2026-04-02,LIRR,Ronkonkoma,Brooklyn,291912,74.6,Police Activity,23,PM Peak
2026-04-02,LIRR,Hempstead,Westchester,301324,72.5,No Incident,0,AM Peak
2026-04-02,Metro-North,Harlem,Brooklyn,247584,79.3,Track Work,13,Evening
2026-04-02,Metro-North,Harlem,Brooklyn,242736,68.4,Signal Problem,12,Midday
2026-04-02,Metro-North,New Haven,Long Island,215255,76.1,No Incident,0,AM Peak
2026-04-03,Subway,4,Long Island,3591620,80.4,Mechanical Issue,9,Evening
2026-04-03,Subway,4,Brooklyn,3837633,80.0,No Incident,0,Evening
2026-04-03,Subway,F,Manhattan,3558286,69.6,No Incident,0,AM Peak
2026-04-03,Subway,E,Queens,3612741,63.2,Mechanical Issue,11,AM Peak
2026-04-03,Bus,Q10,Brooklyn,1413758,64.4,Crowding,5,Midday
2026-04-03,Bus,B46,Manhattan,1483134,80.1,No Incident,0,PM Peak
2026-04-03,Bus,B46,Queens,1560098,75.3,Mechanical Issue,11,Evening
2026-04-03,Bus,Q10,Queens,1555366,77.6,Track Work,13,PM Peak
2026-04-03,LIRR,Babylon,Brooklyn,271775,78.0,No Incident,0,PM Peak
2026-04-03,LIRR,Hempstead,Long Island,250633,78.0,Mechanical Issue,22,Evening
2026-04-03,Metro-North,Harlem,Long Island,216976,71.4,Weather,10,PM Peak
2026-04-03,Metro-North,Harlem,Westchester,260253,74.9,Crowding,87,AM Peak
2026-04-03,Metro-North,Harlem,Queens,239258,72.0,No Incident,0,PM Peak
2026-04-03,Metro-North,New Haven,Westchester,211422,88.7,No Incident,0,Evening
2026-04-04,Subway,E,Bronx,2209330,72.1,Signal Problem,3,AM Peak
2026-04-04,Subway,A,Long Island,2320955,74.4,No Incident,0,AM Peak
2026-04-04,Bus,B46,Bronx,1035003,76.0,No Incident,0,AM Peak
2026-04-04,Bus,S79,Brooklyn,910941,76.3,Staffing,15,Evening
2026-04-04,Bus,Q10,Brooklyn,793489,75.9,Signal Problem,17,PM Peak
2026-04-04,Bus,Bx12,Staten Island,889038,66.8,Staffing,48,Midday
2026-04-04,LIRR,Long Beach,Queens,170556,73.0,Weather,24,AM Peak
2026-04-04,LIRR,Port Washington,Queens,141941,76.8,No Incident,0,Evening
2026-04-04,Metro-North,Harlem,Westchester,136910,77.1,Staffing,15,PM Peak
2026-04-04,Metro-North,Harlem,Brooklyn,154822,81.8,Mechanical Issue,10,PM Peak
2026-04-04,Metro-North,Hudson,Staten Island,165696,68.3,Track Work,16,PM Peak
2026-04-05,Subway,F,Queens,2164121,76.7,Mechanical Issue,9,AM Peak
2026-04-05,Subway,5,Long Island,2016793,73.3,No Incident,0,PM Peak
2026-04-05,Bus,S79,Staten Island,946023,73.6,Signal Problem,40,PM Peak
2026-04-05,Bus,M15,Westchester,877209,76.7,Signal Problem,3,Evening
2026-04-05,Bus,M15,Brooklyn,928748,78.0,No Incident,0,AM Peak
2026-04-05,LIRR,Babylon,Staten Island,147245,72.0,No Incident,0,AM Peak
2026-04-05,LIRR,Long Beach,Long Island,184726,63.1,Police Activity,28,AM Peak
2026-04-05,LIRR,Hempstead,Westchester,155386,76.4,Staffing,22,AM Peak
2026-04-05,Metro-North,Hudson,Staten Island,160706,75.8,Police Activity,19,PM Peak
2026-04-05,Metro-North,New Haven,Manhattan,123573,81.0,No Incident,0,PM Peak
2026-04-06,Subway,F,Queens,3701199,68.1,Track Work,16,PM Peak
2026-04-06,Subway,1,Queens,3704954,83.4,Staffing,3,Evening
2026-04-06,Subway,1,Manhattan,3879555,82.0,No Incident,0,PM Peak
2026-04-06,Subway,5,Manhattan,3521547,86.0,No Incident,0,AM Peak
2026-04-06,Bus,M15,Staten Island,1789330,80.6,Crowding,7,PM Peak
2026-04-06,Bus,Q10,Staten Island,1567023,69.0,Mechanical Issue,41,AM Peak
2026-04-06,Bus,Q10,Queens,1642062,79.8,Track Work,19,PM Peak
2026-04-06,Bus,Bx12,Bronx,1390802,69.5,Weather,12,PM Peak
2026-04-06,LIRR,Ronkonkoma,Westchester,259355,74.2,Signal Problem,3,AM Peak
2026-04-06,LIRR,Ronkonkoma,Staten Island,248943,75.9,Staffing,8,AM Peak
2026-04-06,Metro-North,New Haven,Manhattan,218478,70.6,Crowding,17,AM Peak
2026-04-06,Metro-North,Hudson,Queens,197765,74.4,No Incident,0,Evening
2026-04-06,Metro-North,Hudson,Queens,224974,80.4,No Incident,0,PM Peak
2026-04-06,Metro-North,New Haven,Manhattan,244681,80.2,Police Activity,3,PM Peak
2026-04-07,Subway,6,Brooklyn,4252351,72.1,Mechanical Issue,48,AM Peak
2026-04-07,Subway,L,Queens,3788530,68.2,Signal Problem,20,PM Peak
2026-04-07,Subway,R,Bronx,3712476,79.3,Mechanical Issue,3,Midday
2026-04-07,Bus,B44,Bronx,1494920,72.3,Signal Problem,13,PM Peak
2026-04-07,Bus,B46,Queens,1487205,67.3,Weather,55,AM Peak
2026-04-07,LIRR,Port Washington,Westchester,286785,72.6,Track Work,10,Midday
2026-04-07,LIRR,Port Washington,Queens,242931,77.6,No Incident,0,Evening
2026-04-07,LIRR,Babylon,Westchester,281616,73.9,Mechanical Issue,15,PM Peak
2026-04-07,LIRR,Hempstead,Westchester,241229,76.1,Signal Problem,8,Evening
2026-04-07,Metro-North,Harlem,Long Island,237067,71.2,Mechanical Issue,9,PM Peak
2026-04-07,Metro-North,New Haven,Long Island,237736,79.3,Signal Problem,32,Evening
2026-04-07,Metro-North,Harlem,Queens,243781,78.1,Track Work,5,AM Peak
2026-04-08,Subway,5,Bronx,3349752,72.9,No Incident,0,PM Peak
2026-04-08,Subway,N,Bronx,3755447,74.4,Weather,19,PM Peak
2026-04-08,Subway,F,Manhattan,4137694,69.6,Signal Problem,24,PM Peak
2026-04-08,Bus,Q60,Brooklyn,1489997,60.5,Police Activity,26,Midday
2026-04-08,Bus,S79,Long Island,1698384,72.8,Mechanical Issue,29,PM Peak
2026-04-08,Bus,Q10,Long Island,1481120,80.1,No Incident,0,AM Peak
2026-04-08,Bus,Q60,Bronx,1665408,74.6,Crowding,33,PM Peak
2026-04-08,LIRR,Long Beach,Staten Island,245312,80.8,Mechanical Issue,9,Evening
2026-04-08,LIRR,Babylon,Bronx,255667,77.9,Police Activity,14,Midday
2026-04-08,LIRR,Port Washington,Queens,282233,72.0,Signal Problem,24,PM Peak
2026-04-08,LIRR,Hempstead,Brooklyn,260409,85.2,Signal Problem,10,PM Peak
2026-04-08,Metro-North,Hudson,Westchester,215945,76.4,Signal Problem,14,Evening
2026-04-08,Metro-North,Hudson,Queens,214204,76.6,No Incident,0,AM Peak
2026-04-08,Metro-North,Harlem,Manhattan,177316,80.7,Mechanical Issue,3,Evening
2026-04-09,Subway,5,Bronx,3474035,76.8,Police Activity,16,Evening
2026-04-09,Subway,J,Bronx,3811001,74.8,Staffing,12,PM Peak
2026-04-09,Bus,S79,Staten Island,1554479,83.6,No Incident,0,AM Peak
2026-04-09,Bus,B46,Queens,1535157,79.4,No Incident,0,AM Peak
2026-04-09,LIRR,Long Beach,Bronx,268814,68.2,Signal Problem,7,AM Peak
2026-04-09,LIRR,Long Beach,Long Island,258641,70.0,Track Work,16,Midday
2026-04-09,LIRR,Long Beach,Westchester,261672,72.1,No Incident,0,Midday
2026-04-09,LIRR,Babylon,Staten Island,251973,84.4,No Incident,0,AM Peak
2026-04-09,Metro-North,Harlem,Manhattan,236544,79.3,Signal Problem,33,Evening
2026-04-09,Metro-North,Hudson,Westchester,261755,75.7,Police Activity,16,PM Peak
2026-04-09,Metro-North,Hudson,Westchester,216635,74.8,Signal Problem,22,AM Peak
2026-04-09,Metro-North,New Haven,Westchester,239002,65.7,Crowding,30,PM Peak
2026-04-10,Subway,N,Brooklyn,3936558,73.0,No Incident,0,PM Peak
2026-04-10,Subway,1,Queens,3918698,86.3,Weather,18,AM Peak
2026-04-10,Bus,B44,Brooklyn,1484358,83.3,No Incident,0,PM Peak
2026-04-10,Bus,S79,Westchester,1530429,76.1,Track Work,9,PM Peak
2026-04-10,LIRR,Port Washington,Queens,223886,77.6,Signal Problem,3,Midday
2026-04-10,LIRR,Babylon,Westchester,266993,78.4,Police Activity,6,AM Peak
2026-04-10,Metro-North,Hudson,Long Island,270480,74.9,Mechanical Issue,16,Midday
2026-04-10,Metro-North,New Haven,Bronx,205638,73.4,Weather,26,PM Peak
2026-04-10,Metro-North,Harlem,Queens,263168,82.8,No Incident,0,AM Peak
2026-04-10,Metro-North,Harlem,Brooklyn,248713,76.5,No Incident,0,AM Peak
2026-04-11,Subway,L,Westchester,2900269,72.8,Crowding,7,Midday
2026-04-11,Subway,F,Staten Island,1799857,79.6,No Incident,0,PM Peak
2026-04-11,Bus,M15,Brooklyn,962631,66.6,No Incident,0,Evening
2026-04-11,Bus,Bx12,Westchester,906155,83.1,Weather,8,AM Peak
2026-04-11,Bus,B44,Bronx,870867,74.5,Police Activity,38,AM Peak
2026-04-11,Bus,B46,Long Island,901449,77.2,Crowding,38,Evening
2026-04-11,LIRR,Ronkonkoma,Bronx,124467,75.8,No Incident,0,PM Peak
2026-04-11,LIRR,Long Beach,Brooklyn,181451,73.3,Police Activity,21,PM Peak
2026-04-11,Metro-North,Hudson,Bronx,183564,85.2,No Incident,0,AM Peak
2026-04-11,Metro-North,Harlem,Brooklyn,148286,78.5,No Incident,0,AM Peak
2026-04-11,Metro-North,Hudson,Westchester,148758,80.6,Track Work,11,PM Peak
2026-04-11,Metro-North,New Haven,Long Island,123669,86.7,No Incident,0,AM Peak
2026-04-12,Subway,Q,Long Island,2275818,75.2,Mechanical Issue,20,Midday
2026-04-12,Subway,L,Brooklyn,2126752,80.9,No Incident,0,AM Peak
2026-04-12,Subway,1,Staten Island,2670730,70.5,Weather,22,AM Peak
2026-04-12,Bus,S79,Manhattan,1287024,75.8,No Incident,0,Midday
2026-04-12,Bus,B44,Bronx,806292,75.3,Weather,24,Evening
2026-04-12,Bus,S79,Long Island,1052409,84.4,Police Activity,5,PM Peak
2026-04-12,LIRR,Ronkonkoma,Manhattan,131994,73.0,Mechanical Issue,25,PM Peak
2026-04-12,LIRR,Port Washington,Brooklyn,143508,74.1,Signal Problem,7,AM Peak
2026-04-12,Metro-North,Hudson,Staten Island,148210,73.9,Track Work,11,PM Peak
2026-04-12,Metro-North,New Haven,Bronx,161794,68.8,No Incident,0,PM Peak
2026-04-12,Metro-North,New Haven,Manhattan,144332,82.4,Police Activity,16,PM Peak
2026-04-12,Metro-North,Hudson,Brooklyn,145807,67.1,Mechanical Issue,3,Evening
2026-04-13,Subway,5,Manhattan,4331182,73.4,No Incident,0,AM Peak
2026-04-13,Subway,3,Brooklyn,4113454,72.1,Mechanical Issue,49,Midday
2026-04-13,Subway,C,Brooklyn,3590803,79.6,No Incident,0,PM Peak
2026-04-13,Subway,4,Westchester,3609434,75.9,No Incident,0,Midday
2026-04-13,Bus,S79,Brooklyn,1499392,80.6,Crowding,15,AM Peak
2026-04-13,Bus,S79,Brooklyn,1390697,70.5,Staffing,18,PM Peak
2026-04-13,Bus,S79,Staten Island,1512890,74.9,No Incident,0,Midday
2026-04-13,Bus,Q10,Queens,1268126,74.2,Mechanical Issue,10,AM Peak
2026-04-13,LIRR,Hempstead,Queens,233762,77.5,No Incident,0,PM Peak
2026-04-13,LIRR,Babylon,Westchester,297576,77.4,Signal Problem,4,AM Peak
2026-04-13,LIRR,Port Washington,Staten Island,244637,74.2,Mechanical Issue,27,Evening
2026-04-13,Metro-North,New Haven,Bronx,247045,76.3,Weather,14,PM Peak
2026-04-13,Metro-North,Harlem,Westchester,237933,74.9,Staffing,25,PM Peak
2026-04-13,Metro-North,Harlem,Bronx,231178,75.0,No Incident,0,PM Peak
2026-04-14,Subway,J,Long Island,3772537,73.2,Track Work,8,Evening
2026-04-14,Subway,2,Brooklyn,4028047,76.3,No Incident,0,Midday
2026-04-14,Subway,J,Brooklyn,4384939,80.2,Staffing,7,AM Peak
2026-04-14,Subway,1,Long Island,3847951,71.1,Track Work,15,Midday
2026-04-14,Bus,Q10,Westchester,1453566,73.4,Track Work,17,PM Peak
2026-04-14,Bus,Q10,Long Island,1345123,77.1,Staffing,19,AM Peak
2026-04-14,Bus,M15,Long Island,1438835,78.2,Mechanical Issue,21,Midday
2026-04-14,Bus,B44,Queens,1442331,68.7,No Incident,0,PM Peak
2026-04-14,LIRR,Hempstead,Queens,248185,77.5,Crowding,22,Midday
2026-04-14,LIRR,Port Washington,Westchester,249209,73.1,Weather,10,AM Peak
2026-04-14,Metro-North,New Haven,Bronx,201364,77.7,Mechanical Issue,11,PM Peak
2026-04-14,Metro-North,New Haven,Queens,221561,81.0,No Incident,0,PM Peak
2026-04-15,Subway,C,Staten Island,3309114,78.9,Signal Problem,19,PM Peak
2026-04-15,Subway,L,Manhattan,3495913,76.7,Track Work,53,Midday
2026-04-15,Subway,E,Long Island,4001650,76.9,Track Work,4,Evening
2026-04-15,Bus,Q10,Westchester,1566465,77.3,Weather,3,Evening
2026-04-15,Bus,Q10,Brooklyn,1473071,71.8,Weather,23,PM Peak
2026-04-15,Bus,B44,Manhattan,1680610,78.2,Crowding,16,Evening
2026-04-15,LIRR,Babylon,Long Island,254882,74.2,No Incident,0,PM Peak
2026-04-15,LIRR,Hempstead,Bronx,253383,77.1,No Incident,0,Evening
2026-04-15,Metro-North,New Haven,Staten Island,241602,66.6,Weather,3,AM Peak
2026-04-15,Metro-North,Harlem,Staten Island,221849,78.9,Police Activity,3,Midday
2026-04-16,Subway,A,Westchester,3516923,80.8,Mechanical Issue,15,Midday
2026-04-16,Subway,3,Queens,3608237,78.5,Signal Problem,21,Midday
2026-04-16,Subway,E,Long Island,3817134,74.2,Police Activity,12,AM Peak
2026-04-16,Bus,Q60,Westchester,1414969,82.8,No Incident,0,Evening
2026-04-16,Bus,S79,Westchester,1405193,72.3,Signal Problem,45,AM Peak
2026-04-16,Bus,Q60,Bronx,1500552,71.6,Police Activity,7,AM Peak
2026-04-16,Bus,M15,Brooklyn,1496927,75.1,No Incident,0,PM Peak
2026-04-16,LIRR,Hempstead,Brooklyn,291741,80.6,Police Activity,14,Midday
2026-04-16,LIRR,Ronkonkoma,Staten Island,256376,79.0,Track Work,12,Evening
2026-04-16,LIRR,Hempstead,Long Island,274162,77.7,Weather,12,Midday
2026-04-16,Metro-North,New Haven,Westchester,221954,75.6,Weather,12,PM Peak
2026-04-16,Metro-North,New Haven,Long Island,254790,83.0,Signal Problem,13,PM Peak
2026-04-17,Subway,2,Manhattan,3776133,68.1,Crowding,54,PM Peak
2026-04-17,Subway,1,Long Island,3965301,84.2,No Incident,0,PM Peak
2026-04-17,Subway,A,Manhattan,4075424,75.0,Mechanical Issue,19,PM Peak
2026-04-17,Bus,B46,Long Island,1629164,75.2,Track Work,13,AM Peak
2026-04-17,Bus,S79,Staten Island,1586700,71.1,No Incident,0,Midday
2026-04-17,Bus,B44,Staten Island,1423420,70.2,No Incident,0,AM Peak
2026-04-17,Bus,B44,Bronx,1640971,76.2,No Incident,0,PM Peak
2026-04-17,LIRR,Port Washington,Bronx,276643,76.0,Police Activity,21,PM Peak
2026-04-17,LIRR,Ronkonkoma,Westchester,241090,76.5,No Incident,0,PM Peak
2026-04-17,LIRR,Port Washington,Queens,278544,73.4,Weather,56,Evening
2026-04-17,LIRR,Ronkonkoma,Westchester,287940,85.8,Signal Problem,16,Midday
2026-04-17,Metro-North,Harlem,Bronx,239160,81.6,Track Work,6,AM Peak
2026-04-17,Metro-North,Harlem,Queens,248977,77.6,No Incident,0,AM Peak
2026-04-18,Subway,L,Staten Island,2346540,71.9,Signal Problem,17,PM Peak
2026-04-18,Subway,L,Staten Island,1932621,75.5,Signal Problem,13,AM Peak
2026-04-18,Bus,Q10,Queens,1006898,70.5,Track Work,25,AM Peak
2026-04-18,Bus,B44,Bronx,845137,88.4,No Incident,0,Midday
2026-04-18,Bus,S79,Queens,940790,80.3,Track Work,8,Evening
2026-04-18,Bus,B44,Staten Island,1115632,73.0,Weather,22,AM Peak
2026-04-18,LIRR,Hempstead,Manhattan,166549,67.0,Signal Problem,16,AM Peak
2026-04-18,LIRR,Hempstead,Brooklyn,177039,74.6,Crowding,5,AM Peak
2026-04-18,LIRR,Port Washington,Brooklyn,172849,74.8,Mechanical Issue,23,PM Peak
2026-04-18,LIRR,Ronkonkoma,Staten Island,191563,79.7,Crowding,9,Midday
2026-04-18,Metro-North,New Haven,Bronx,156569,76.9,Signal Problem,24,AM Peak
2026-04-18,Metro-North,Hudson,Staten Island,143899,74.1,No Incident,0,PM Peak
2026-04-18,Metro-North,Harlem,Bronx,150068,80.7,Track Work,8,Midday
2026-04-19,Subway,J,Long Island,1988394,85.5,Signal Problem,16,PM Peak
2026-04-19,Subway,2,Long Island,2130329,75.8,No Incident,0,AM Peak
2026-04-19,Subway,C,Staten Island,2745650,74.0,Signal Problem,15,PM Peak
2026-04-19,Subway,1,Long Island,2490506,74.5,Crowding,14,Midday
2026-04-19,Bus,Bx12,Queens,798737,69.7,No Incident,0,PM Peak
2026-04-19,Bus,S79,Long Island,849913,76.5,No Incident,0,AM Peak
2026-04-19,LIRR,Port Washington,Westchester,155507,72.5,No Incident,0,Midday
2026-04-19,LIRR,Babylon,Queens,163583,86.2,Crowding,6,AM Peak
2026-04-19,Metro-North,Harlem,Westchester,102198,72.9,Crowding,13,PM Peak
2026-04-19,Metro-North,Harlem,Manhattan,128928,70.8,Staffing,34,Midday
2026-04-20,Subway,C,Brooklyn,3653843,78.1,Track Work,16,AM Peak
2026-04-20,Subway,5,Staten Island,4088942,76.9,Track Work,3,Midday
2026-04-20,Bus,M15,Brooklyn,1632019,74.1,No Incident,0,AM Peak
2026-04-20,Bus,M15,Queens,1572010,76.8,Weather,6,Midday
2026-04-20,Bus,Bx12,Westchester,1650474,79.9,Weather,10,Evening
2026-04-20,Bus,Bx12,Bronx,1510150,79.4,Signal Problem,6,PM Peak
2026-04-20,LIRR,Babylon,Bronx,244007,78.0,Mechanical Issue,22,AM Peak
2026-04-20,LIRR,Ronkonkoma,Bronx,266462,73.3,Track Work,3,Evening
2026-04-20,LIRR,Babylon,Bronx,285381,73.9,No Incident,0,PM Peak
2026-04-20,LIRR,Long Beach,Brooklyn,261681,70.9,Weather,19,AM Peak
2026-04-20,Metro-North,New Haven,Westchester,208081,62.0,Signal Problem,12,PM Peak
2026-04-20,Metro-North,New Haven,Staten Island,236950,67.3,Weather,17,AM Peak
2026-04-20,Metro-North,New Haven,Brooklyn,262208,77.3,No Incident,0,PM Peak
2026-04-20,Metro-North,Harlem,Westchester,233821,70.5,Mechanical Issue,9,Midday
2026-04-21,Subway,6,Bronx,3892460,79.8,Crowding,5,Midday
2026-04-21,Subway,5,Queens,4563962,67.8,Signal Problem,21,Midday
2026-04-21,Subway,1,Manhattan,4086855,71.1,Weather,4,AM Peak
2026-04-21,Subway,3,Staten Island,4444251,73.0,Crowding,28,Evening
2026-04-21,Bus,Q10,Westchester,1366548,77.4,Track Work,4,PM Peak
2026-04-21,Bus,S79,Manhattan,1422869,74.3,Signal Problem,4,Evening
2026-04-21,LIRR,Ronkonkoma,Long Island,274190,83.2,No Incident,0,Evening
2026-04-21,LIRR,Port Washington,Queens,237119,70.9,Track Work,11,AM Peak
2026-04-21,LIRR,Ronkonkoma,Staten Island,256109,79.2,Mechanical Issue,5,AM Peak
2026-04-21,LIRR,Hempstead,Bronx,198815,77.0,Signal Problem,37,AM Peak
2026-04-21,Metro-North,New Haven,Brooklyn,217301,70.3,Mechanical Issue,31,Evening
2026-04-21,Metro-North,Hudson,Long Island,210998,70.9,No Incident,0,Evening
2026-04-21,Metro-North,Hudson,Manhattan,213457,78.1,No Incident,0,Evening
2026-04-21,Metro-North,Hudson,Manhattan,231040,73.9,Crowding,31,AM Peak
2026-04-22,Subway,J,Staten Island,3581978,78.2,Weather,5,PM Peak
2026-04-22,Subway,C,Bronx,3871095,74.7,Track Work,26,AM Peak
2026-04-22,Subway,3,Westchester,3570266,78.5,Police Activity,16,Midday
2026-04-22,Bus,B44,Bronx,1447982,83.2,No Incident,0,PM Peak
2026-04-22,Bus,B44,Brooklyn,1294893,78.5,No Incident,0,Evening
2026-04-22,Bus,M15,Brooklyn,1441059,81.6,No Incident,0,AM Peak
2026-04-22,LIRR,Babylon,Queens,279976,76.6,No Incident,0,PM Peak
2026-04-22,LIRR,Long Beach,Bronx,272086,77.8,No Incident,0,PM Peak
2026-04-22,LIRR,Ronkonkoma,Long Island,269191,72.4,Crowding,18,Midday
2026-04-22,Metro-North,Hudson,Westchester,254877,77.1,Police Activity,9,PM Peak
2026-04-22,Metro-North,New Haven,Bronx,222687,67.6,Track Work,9,AM Peak
2026-04-22,Metro-North,Harlem,Bronx,242641,81.9,No Incident,0,PM Peak
2026-04-22,Metro-North,Hudson,Long Island,171834,78.1,Mechanical Issue,28,PM Peak
2026-04-23,Subway,E,Westchester,3617081,71.2,Police Activity,5,PM Peak
2026-04-23,Subway,4,Long Island,4066956,81.0,Track Work,27,Midday
2026-04-23,Bus,Q60,Queens,1199426,81.6,Weather,12,AM Peak
2026-04-23,Bus,M15,Long Island,1699870,78.6,Signal Problem,14,Midday
2026-04-23,Bus,B44,Westchester,1590594,68.0,No Incident,0,Midday
2026-04-23,LIRR,Port Washington,Long Island,247290,71.2,Track Work,3,Midday
2026-04-23,LIRR,Hempstead,Manhattan,287772,72.0,Crowding,23,PM Peak
